area_code,migrant?,male?,muslim?,age,value
1,true,false,true,94,15.5
1,true,false,true,95,15.5
1,true,false,true,96,15.5
1,true,false,true,97,15.5
1,true,false,true,98,15.5
1,true,false,true,99,15.5
1,true,false,true,100,15.5
1,true,false,true,101,15.5
1,true,false,true,102,15.5
1,true,false,true,103,15.5
1,true,false,true,104,15.5
1,true,false,true,105,15.5
1,true,false,true,106,15.5
1,true,false,true,107,15.5
1,true,false,true,108,15.5
1,true,false,true,109,15.5
1,true,false,true,110,15.5
1,true,false,true,111,15.5
1,true,false,true,112,15.5
1,true,false,true,113,15.5
1,true,false,true,114,15.5
1,true,false,true,115,15.5
1,true,false,true,116,15.5
1,true,false,true,117,15.5
1,true,false,true,118,15.5
1,true,false,true,119,15.5
1,true,true,false,16,18.333333333333332
1,true,true,false,17,18.333333333333332
1,true,true,false,18,29.571428571428573
1,true,true,false,19,29.571428571428573
1,true,true,false,20,29.571428571428573
1,true,true,false,21,29.571428571428573
1,true,true,false,22,29.571428571428573
1,true,true,false,23,29.571428571428573
1,true,true,false,24,29.571428571428573
1,true,true,false,25,87.53333333333333
1,true,true,false,26,87.53333333333333
1,true,true,false,27,87.53333333333333
1,true,true,false,28,87.53333333333333
1,true,true,false,29,87.53333333333333
1,true,true,false,30,87.53333333333333
1,true,true,false,31,87.53333333333333
1,true,true,false,32,87.53333333333333
1,true,true,false,33,87.53333333333333
1,true,true,false,34,87.53333333333333
1,true,true,false,35,87.53333333333333
1,true,true,false,36,87.53333333333333
1,true,true,false,37,87.53333333333333
1,true,true,false,38,87.53333333333333
1,true,true,false,39,87.53333333333333
1,true,true,false,40,87.53333333333333
1,true,true,false,41,87.53333333333333
1,true,true,false,42,87.53333333333333
1,true,true,false,43,87.53333333333333
1,true,true,false,44,87.53333333333333
1,true,true,false,45,87.53333333333333
1,true,true,false,46,87.53333333333333
1,true,true,false,47,87.53333333333333
1,true,true,false,48,87.53333333333333
1,true,true,false,49,87.53333333333333
1,true,true,false,50,87.53333333333333
1,true,true,false,51,87.53333333333333
1,true,true,false,52,87.53333333333333
1,true,true,false,53,87.53333333333333
1,true,true,false,54,87.53333333333333
1,true,true,false,55,60.1
1,true,true,false,56,60.1
1,true,true,false,57,60.1
1,true,true,false,58,60.1
1,true,true,false,59,60.1
1,true,true,false,60,60.1
1,true,true,false,61,60.1
